cliente_id,mes,logins,usuarios_ativos,modulos_usados,tickets_suporte,acoes_realizadas
77,2024-10,2207,96,1,2,9323
77,2024-11,1990,97,2,1,13888
77,2024-12,1384,48,1,1,5178
78,2024-01,22,1,1,1,84
78,2024-02,29,1,1,1,101
78,2024-03,53,2,1,0,178
78,2024-04,43,2,1,0,156
78,2024-05,53,1,1,0,377
78,2024-06,37,2,1,2,124
78,2024-07,45,2,1,3,276
78,2024-08,52,1,1,2,338
78,2024-09,41,2,1,1,227
78,2024-10,36,1,1,1,189
78,2024-11,53,1,1,0,363
78,2024-12,35,1,1,1,196
79,2024-07,54,3,2,0,366
79,2024-08,55,3,2,3,407
79,2024-09,71,3,2,1,324
79,2024-10,51,3,2,0,210
79,2024-11,55,4,2,1,194
79,2024-12,36,2,1,1,199
80,2024-01,128,6,1,0,508
80,2024-02,146,8,1,0,1129
80,2024-03,229,10,1,1,1738
80,2024-04,300,13,1,2,1639
80,2024-05,165,8,1,1,1293
80,2024-06,278,12,1,0,1051
80,2024-07,176,8,1,2,1119
80,2024-08,182,7,1,2,580
80,2024-09,234,11,1,0,1355
80,2024-10,181,12,1,1,765
80,2024-11,241,12,1,0,1289
80,2024-12,152,6,1,0,938
81,2024-07,582,26,1,0,3009
81,2024-08,560,26,1,0,1788
81,2024-09,977,34,1,0,4634
81,2024-10,557,37,1,2,4107
81,2024-11,584,32,1,1,3338
81,2024-12,352,17,1,1,2400
82,2024-01,23,1,1,0,178
82,2024-02,24,1,1,0,177
82,2024-03,51,2,2,1,160
82,2024-04,49,1,2,1,284
82,2024-05,34,2,1,2,174
82,2024-06,31,1,1,0,191
82,2024-07,36,1,1,0,265
82,2024-08,29,1,1,0,227
82,2024-09,45,1,2,3,139
82,2024-10,40,2,1,0,273
82,2024-11,25,1,1,1,198
82,2024-12,37,1,1,0,140
83,2024-01,22,1,1,0,159
83,2024-02,15,1,1,2,48
83,2024-03,22,1,1,1,69
83,2024-04,27,1,1,1,191
83,2024-05,28,1,1,1,182
83,2024-06,29,1,1,1,220
83,2024-07,29,1,1,0,207
83,2024-08,20,1,1,1,134
83,2024-09,20,1,1,3,117
83,2024-10,17,1,1,1,74
83,2024-11,20,1,1,0,159
83,2024-12,17,1,1,2,89
84,2024-01,27,1,1,1,167
84,2024-02,17,1,1,0,65
84,2024-03,34,1,1,0,206
84,2024-04,30,1,1,0,205
84,2024-05,36,1,1,0,165
84,2024-06,42,1,1,1,284
84,2024-07,16,1,1,0,100
84,2024-08,11,1,1,0,80
84,2024-09,12,1,1,0,58
84,2024-10,3,1,1,0,15
84,2024-11,4,1,1,0,28
84,2024-12,2,1,1,0,8
85,2024-01,8,1,3,0,59
85,2024-02,10,1,3,1,70
85,2024-03,17,1,5,0,68
85,2024-04,15,1,5,3,57
85,2024-05,15,1,4,0,80
85,2024-06,17,1,5,0,58
85,2024-07,13,1,3,1,77
85,2024-08,12,1,3,2,56
85,2024-09,9,1,2,3,46
85,2024-10,6,1,2,1,34
85,2024-11,4,1,1,0,16
85,2024-12,1,1,1,0,6
86,2024-04,441,30,1,3,2948
86,2024-05,570,30,1,0,2370
86,2024-06,457,29,1,0,2457
86,2024-07,436,17,1,3,1606
86,2024-08,545,24,1,1,2459
86,2024-09,564,24,1,2,3683
86,2024-10,513,28,1,0,3091
86,2024-11,361,21,1,0,1340
86,2024-12,393,16,1,0,1415
87,2024-01,15,1,4,2,102
87,2024-02,18,1,3,2,136
87,2024-03,17,1,6,2,67
87,2024-04,20,1,6,0,151
87,2024-05,22,1,5,0,137
87,2024-06,27,1,6,1,118
87,2024-07,16,1,5,0,105
87,2024-08,17,1,5,0,65
87,2024-09,23,1,6,0,111
87,2024-10,21,1,6,0,152
87,2024-11,17,1,5,0,111
87,2024-12,13,1,3,2,81
88,2024-01,13,1,1,2,49
88,2024-02,10,1,1,0,63
88,2024-03,18,1,1,0,122
88,2024-04,14,1,1,0,84
88,2024-05,22,1,1,1,169
88,2024-06,12,1,1,0,86
88,2024-07,13,1,1,0,98
88,2024-08,15,1,1,0,91
88,2024-09,21,1,1,1,111
88,2024-10,18,1,1,1,138
88,2024-11,16,1,1,0,78
88,2024-12,15,1,1,1,107
89,2024-09,180,15,1,1,623
89,2024-10,146,12,1,1,1043
89,2024-11,299,11,1,1,1129
89,2024-12,162,10,1,0,1038
90,2024-01,28,2,1,0,121
90,2024-02,43,1,1,0,327
90,2024-03,59,2,1,1,272
90,2024-04,50,3,1,0,176
90,2024-05,41,3,1,1,192
90,2024-06,71,2,1,0,407
90,2024-07,53,2,1,1,316
90,2024-08,46,2,1,1,194
90,2024-09,80,3,1,1,256
90,2024-10,47,2,1,3,166
90,2024-11,38,2,1,1,145
90,2024-12,29,1,1,0,162
91,2024-01,42,1,1,1,137
91,2024-02,39,2,1,0,194
91,2024-03,59,3,1,0,267
91,2024-04,63,3,1,1,237
91,2024-05,47,3,1,0,164
91,2024-06,81,3,1,0,395
91,2024-07,51,2,1,2,251
91,2024-08,63,2,1,0,292
91,2024-09,64,3,2,0,362
91,2024-10,66,3,2,0,490
91,2024-11,66,2,1,0,198
91,2024-12,46,2,1,0,252
92,2024-01,16,1,1,0,60
92,2024-02,18,1,1,0,139
92,2024-03,23,1,1,0,161
92,2024-04,26,1,1,0,182
92,2024-05,21,1,1,0,64
92,2024-06,31,1,1,0,158
92,2024-07,16,1,1,1,120
92,2024-08,26,1,1,0,187
92,2024-09,25,1,1,1,169
92,2024-10,17,1,1,3,111
92,2024-11,23,1,1,1,119
92,2024-12,13,1,1,0,42
93,2024-01,11,1,2,2,34
93,2024-02,8,1,1,1,35
93,2024-03,13,1,3,0,64
93,2024-04,9,1,2,0,49
93,2024-05,15,1,3,1,113
93,2024-06,8,1,3,0,25
93,2024-07,9,1,2,1,59
93,2024-08,15,1,2,1,99
93,2024-09,17,1,2,0,66
93,2024-10,17,1,3,0,128
93,2024-11,13,1,3,2,79
93,2024-12,10,1,2,0,58
94,2024-01,22,1,1,0,121
94,2024-02,14,1,1,0,42
94,2024-03,38,1,1,0,201
94,2024-04,38,1,1,0,248
94,2024-05,28,1,1,1,148
94,2024-06,30,1,1,1,173
94,2024-07,26,1,1,2,97
94,2024-08,15,1,1,1,57
94,2024-09,28,1,1,1,95
94,2024-10,26,1,1,2,146
94,2024-11,23,1,1,1,86
94,2024-12,19,1,1,0,129
95,2024-01,169,6,1,0,961
95,2024-02,144,7,1,0,584
95,2024-03,164,8,2,1,1299
95,2024-04,238,10,2,0,1785
95,2024-05,244,10,2,1,1569
95,2024-06,240,10,2,0,990
95,2024-07,167,7,2,0,1272
95,2024-08,143,7,2,0,431
95,2024-09,238,11,2,1,831
95,2024-10,216,9,2,0,679
95,2024-11,222,9,2,0,1299
95,2024-12,145,5,1,0,888
96,2024-01,30,1,1,2,148
96,2024-02,20,1,1,1,132
96,2024-03,41,1,1,0,150
96,2024-04,32,1,1,0,205
96,2024-05,47,1,1,0,291
96,2024-06,30,2,1,2,126
96,2024-07,38,1,1,1,243
96,2024-08,29,1,1,0,142
96,2024-09,31,2,1,0,203
96,2024-10,31,2,1,0,221
96,2024-11,29,1,1,1,92
96,2024-12,24,1,1,1,166
97,2024-04,30,1,1,2,198
97,2024-05,22,1,1,0,119
97,2024-06,24,1,1,1,157
97,2024-07,31,1,1,0,199
97,2024-08,29,1,1,0,126
97,2024-09,26,1,1,0,192
97,2024-10,26,1,1,2,151
97,2024-11,25,1,1,0,175
97,2024-12,17,1,1,0,70
98,2024-01,31,1,1,0,171
98,2024-02,40,2,2,2,314
98,2024-03,39,3,2,0,190
98,2024-04,67,3,3,0,363
98,2024-05,64,3,2,0,258
98,2024-06,49,2,2,0,195
98,2024-07,63,2,2,1,192
98,2024-08,36,2,2,1,269
98,2024-09,42,2,2,1,325
98,2024-10,61,2,3,1,347
98,2024-11,65,3,2,0,274
98,2024-12,55,1,2,2,227
99,2024-01,19,1,1,0,127
99,2024-02,30,1,2,0,135
99,2024-03,33,1,2,0,115
99,2024-04,36,1,2,0,194
99,2024-05,40,1,2,0,239
99,2024-06,38,1,2,2,250
99,2024-07,20,1,2,0,123
99,2024-08,37,1,2,0,186
99,2024-09,43,1,2,0,190
99,2024-10,31,1,2,0,198
99,2024-11,37,1,2,1,144
99,2024-12,22,1,1,1,85
100,2024-11,19,1,3,0,122
100,2024-12,11,1,1,0,49
101,2024-01,21,1,2,3,85
101,2024-02,24,1,1,0,92
101,2024-03,40,1,2,1,214
101,2024-04,39,1,3,0,168
101,2024-05,34,2,3,0,225
101,2024-06,42,1,2,1,286
101,2024-07,12,1,2,0,60
101,2024-08,35,1,2,1,152
101,2024-09,23,1,3,0,164
101,2024-10,29,1,2,1,194
101,2024-11,28,1,3,0,94
101,2024-12,15,1,1,0,116
102,2024-08,64,2,3,2,418
102,2024-09,54,3,4,0,177
102,2024-10,65,3,4,0,348
102,2024-11,65,2,4,1,462
102,2024-12,49,2,3,0,254
103,2024-08,50,2,1,1,354
103,2024-09,45,2,1,2,292
103,2024-10,74,3,1,2,498
103,2024-11,51,2,1,0,203
103,2024-12,30,2,1,3,111
104,2024-04,14,1,2,1,46
104,2024-05,23,1,2,2,179
104,2024-06,20,1,2,0,93
104,2024-07,12,1,1,0,69
104,2024-08,12,1,1,1,87
104,2024-09,15,1,2,0,50
104,2024-10,23,1,2,1,183
104,2024-11,16,1,2,0,84
104,2024-12,12,1,1,2,60
105,2024-01,66,2,1,0,247
105,2024-02,60,3,1,1,376
105,2024-03,72,4,2,2,473
105,2024-04,77,3,2,0,269
105,2024-05,79,4,2,0,374
105,2024-06,73,4,2,1,292
105,2024-07,76,2,2,0,577
105,2024-08,67,3,1,2,517
105,2024-09,85,4,1,2,618
105,2024-10,74,3,2,0,507
105,2024-11,82,3,2,1,483
105,2024-12,32,2,1,1,214
106,2024-01,65,2,1,0,359
106,2024-02,52,2,1,0,254
106,2024-03,87,4,1,0,395
106,2024-04,28,4,1,0,182
106,2024-05,107,4,2,0,836
106,2024-06,74,4,1,2,287
106,2024-07,75,2,1,0,401
106,2024-08,48,2,1,0,321
106,2024-09,80,3,1,1,309
106,2024-10,58,3,1,1,279
106,2024-11,69,4,1,0,346
106,2024-12,66,2,1,0,206
107,2024-01,12,1,1,0,58
107,2024-02,16,1,1,0,119
107,2024-03,24,1,1,0,190
107,2024-04,26,1,1,1,160
107,2024-05,22,1,1,0,138
107,2024-06,23,1,1,0,155
107,2024-07,28,1,1,0,102
107,2024-08,18,1,1,0,62
107,2024-09,21,1,1,0,82
107,2024-10,19,1,1,0,106
107,2024-11,14,1,1,0,71
107,2024-12,5,1,1,0,37
108,2024-05,106,4,1,0,336
108,2024-06,82,4,1,1,444
108,2024-07,112,3,1,2,659
108,2024-08,65,4,1,1,372
108,2024-09,101,4,1,3,473
108,2024-10,92,4,1,1,528
108,2024-11,103,5,1,1,341
108,2024-12,70,3,1,0,289
109,2024-09,68,3,1,2,308
109,2024-10,73,4,1,2,403
109,2024-11,89,3,2,0,640
109,2024-12,46,1,1,0,276
110,2024-01,51,2,1,1,288
110,2024-02,57,2,1,0,347
110,2024-03,98,4,1,3,592
110,2024-04,60,3,1,3,268
110,2024-05,89,4,1,1,327
110,2024-06,82,2,1,1,373
110,2024-07,41,2,1,1,135
110,2024-08,39,1,1,1,266
110,2024-09,22,1,1,0,137
110,2024-10,7,1,1,0,54
110,2024-11,6,1,1,0,46
110,2024-12,4,1,1,0,12
111,2024-01,13,1,1,0,81
111,2024-02,12,1,1,0,40
111,2024-03,37,1,2,0,293
111,2024-04,21,1,2,1,124
111,2024-05,22,1,2,2,90
111,2024-06,14,1,2,1,67
111,2024-07,19,1,1,1,148
111,2024-08,16,1,1,1,70
111,2024-09,36,1,2,1,183
111,2024-10,33,1,2,0,231
111,2024-11,22,1,2,1,77
111,2024-12,27,1,1,1,131
112,2024-08,716,35,1,1,4261
112,2024-09,705,44,1,0,4808
112,2024-10,351,37,1,0,1744
112,2024-11,1091,35,1,1,6400
112,2024-12,348,28,1,1,2397
113,2024-01,6,1,1,3,20
113,2024-02,14,1,1,2,59
113,2024-03,26,1,2,0,135
113,2024-04,19,1,2,0,132
113,2024-05,17,1,2,0,85
113,2024-06,18,1,2,1,84
113,2024-07,16,1,2,1,66
113,2024-08,16,1,1,1,99
113,2024-09,17,1,2,0,73
113,2024-10,17,1,2,1,115
113,2024-11,17,1,2,0,128
113,2024-12,10,1,1,1,49
114,2024-01,20,1,2,2,100
114,2024-02,14,1,2,0,106
114,2024-03,31,1,3,1,138
114,2024-04,27,1,3,0,86
114,2024-05,27,1,3,0,193
114,2024-06,38,1,3,1,155
114,2024-07,36,1,2,0,218
114,2024-08,33,1,2,0,192
114,2024-09,23,1,3,1,171
114,2024-10,29,2,3,2,203
114,2024-11,39,1,3,2,179
114,2024-12,17,1,2,2,134
115,2024-09,754,33,2,2,4175
115,2024-10,867,36,2,1,5722
115,2024-11,656,43,2,3,3494
115,2024-12,544,21,1,0,2818
116,2024-08,204,12,2,0,670
116,2024-09,287,16,2,1,954
116,2024-10,369,16,3,1,2423
116,2024-11,227,16,3,2,925
116,2024-12,239,11,2,0,1397
117,2024-10,42,1,2,1,192
117,2024-11,40,1,1,0,143
117,2024-12,30,1,1,1,199
118,2024-01,28,1,1,0,174
118,2024-02,22,1,1,1,129
118,2024-03,31,1,1,1,114
118,2024-04,32,1,1,2,236
118,2024-05,35,1,1,0,277
118,2024-06,33,1,1,1,102
118,2024-07,27,1,1,0,131
118,2024-08,23,1,1,1,69
118,2024-09,27,1,1,1,197
118,2024-10,25,1,1,0,102
118,2024-11,42,1,1,1,246
118,2024-12,17,1,1,0,63
119,2024-03,45,2,3,2,346
119,2024-04,51,2,3,0,199
119,2024-05,67,3,3,1,535
119,2024-06,57,3,4,0,281
119,2024-07,59,2,2,0,276
119,2024-08,41,2,3,1,161
119,2024-09,59,2,4,2,416
119,2024-10,50,3,4,0,279
119,2024-11,83,2,3,0,469
119,2024-12,28,1,2,0,146
120,2024-01,63,2,1,0,196
120,2024-02,54,2,1,0,429
120,2024-03,90,4,1,1,288
120,2024-04,83,3,1,3,474
120,2024-05,80,4,1,0,361
120,2024-06,76,4,1,2,560
120,2024-07,65,3,1,0,315
120,2024-08,79,3,1,0,612
120,2024-09,123,4,1,0,496
120,2024-10,73,3,1,0,470
120,2024-11,62,3,1,2,443
120,2024-12,59,3,1,0,424
121,2024-10,322,11,1,1,2061
121,2024-11,60,4,1,1,376
121,2024-12,68,2,1,1,332
122,2024-01,127,5,1,0,820
122,2024-02,81,5,1,1,271
122,2024-03,161,6,1,0,915
122,2024-04,193,8,1,1,1249
122,2024-05,137,6,1,0,932
122,2024-06,145,8,1,0,1048
122,2024-07,113,5,1,0,609
122,2024-08,102,5,1,0,348
122,2024-09,138,6,1,0,923
122,2024-10,115,8,1,0,905
122,2024-11,162,8,1,0,609
122,2024-12,95,5,1,0,713
123,2024-09,180,10,1,0,1104
123,2024-10,118,9,1,0,851
123,2024-11,191,8,1,1,876
123,2024-12,123,4,1,0,812
124,2024-01,135,9,1,1,408
124,2024-02,221,8,1,1,1609
124,2024-03,458,14,2,0,3260
124,2024-04,266,18,2,1,1312
124,2024-05,502,16,2,0,3966
124,2024-06,390,17,2,0,2884
124,2024-07,252,13,2,1,1969
124,2024-08,290,14,2,0,1943
124,2024-09,387,16,2,0,2863
124,2024-10,378,20,2,1,1527
124,2024-11,384,20,2,0,2980
124,2024-12,189,10,1,0,1067
125,2024-01,46,2,2,0,318
125,2024-02,29,2,1,0,141
125,2024-03,60,2,2,1,315
125,2024-04,56,4,3,1,223
125,2024-05,53,3,2,3,273
125,2024-06,86,2,2,1,332
125,2024-07,65,3,2,2,403
125,2024-08,60,2,2,0,274
125,2024-09,48,3,2,1,290
125,2024-10,63,3,2,0,219
125,2024-11,74,2,2,2,344
125,2024-12,39,2,1,0,303
126,2024-01,20,1,1,1,104
126,2024-02,16,1,1,1,60
126,2024-03,25,1,2,3,126
126,2024-04,22,1,2,0,159
126,2024-05,22,1,2,3,76
126,2024-06,20,1,2,1,136
126,2024-07,22,1,2,0,114
126,2024-08,23,1,1,0,125
126,2024-09,20,1,2,0,96
126,2024-10,16,1,2,3,56
126,2024-11,15,1,2,1,66
126,2024-12,18,1,1,3,98
127,2024-01,25,1,2,0,139
127,2024-02,20,2,2,0,76
127,2024-03,53,2,3,2,248
127,2024-04,69,2,4,1,321
127,2024-05,44,2,4,0,258
127,2024-06,54,2,3,0,349
127,2024-07,41,1,3,0,228
127,2024-08,39,2,3,2,142
127,2024-09,55,2,3,0,187
127,2024-10,45,2,4,2,328
127,2024-11,54,2,3,1,227
127,2024-12,31,1,2,0,106
128,2024-01,60,3,1,1,201
128,2024-02,81,4,1,0,377
128,2024-03,98,5,1,0,743
128,2024-04,90,4,1,0,464
128,2024-05,113,4,1,0,692
128,2024-06,77,5,1,0,502
128,2024-07,83,4,1,0,606
128,2024-08,82,4,1,0,645
128,2024-09,116,5,1,0,419
128,2024-10,113,4,1,2,467
128,2024-11,97,5,1,1,601
128,2024-12,71,2,1,0,215
129,2024-03,316,11,2,0,1728
129,2024-04,285,10,3,0,1815
129,2024-05,256,12,3,1,1175
129,2024-06,185,12,3,1,1442
129,2024-07,157,10,2,0,752
129,2024-08,188,11,2,0,1023
129,2024-09,212,12,2,0,1368
129,2024-10,227,12,2,1,1753
129,2024-11,239,12,2,0,1598
129,2024-12,172,9,2,2,844
130,2024-01,278,11,1,1,1074
130,2024-02,324,12,1,0,1214
130,2024-03,427,17,1,0,3320
130,2024-04,264,19,1,1,1363
130,2024-05,378,20,2,0,2951
130,2024-06,391,18,1,0,1632
130,2024-07,246,19,1,0,753
130,2024-08,283,11,1,1,1816
130,2024-09,280,9,1,0,1854
130,2024-10,170,7,1,1,563
130,2024-11,41,2,1,0,170
130,2024-12,41,1,1,1,284
131,2024-01,31,1,1,0,142
131,2024-02,29,1,1,1,121
131,2024-03,42,2,3,0,233
131,2024-04,39,2,2,0,212
131,2024-05,42,2,3,0,220
131,2024-06,49,2,3,0,354
131,2024-07,39,1,2,1,180
131,2024-08,38,2,2,0,165
131,2024-09,48,2,3,0,341
131,2024-10,57,2,3,0,380
131,2024-11,56,2,3,0,389
131,2024-12,20,1,1,0,74
132,2024-01,2,1,1,0,15
132,2024-02,5,1,1,0,33
132,2024-03,5,1,1,0,26
132,2024-04,6,1,1,0,44
132,2024-05,5,1,1,0,28
132,2024-06,4,1,1,0,28
132,2024-07,6,1,1,0,35
132,2024-08,7,1,1,0,25
132,2024-09,6,1,1,0,46
132,2024-10,3,1,1,0,15
132,2024-11,7,1,1,0,43
132,2024-12,5,1,1,1,26
133,2024-01,13,1,1,0,75
133,2024-02,16,1,1,0,65
133,2024-03,25,1,2,1,115
133,2024-04,30,1,2,2,163
133,2024-05,27,1,2,0,160
133,2024-06,20,1,1,2,118
133,2024-07,27,1,1,0,109
133,2024-08,21,1,1,0,92
133,2024-09,26,1,2,0,156
133,2024-10,21,1,2,0,92
133,2024-11,22,1,2,1,110
133,2024-12,13,1,1,0,95
134,2024-01,19,1,2,0,141
134,2024-02,29,1,1,0,169
134,2024-03,23,1,3,0,93
134,2024-04,19,1,2,2,125
134,2024-05,38,1,3,3,205
134,2024-06,29,1,3,3,98
134,2024-07,21,1,2,0,68
134,2024-08,30,1,2,0,156
134,2024-09,27,1,2,0,168
134,2024-10,44,1,3,0,275
134,2024-11,33,1,2,0,174
134,2024-12,20,1,2,0,123
135,2024-01,535,21,3,0,1906
135,2024-02,323,18,3,1,1410
135,2024-03,552,24,3,1,2250
135,2024-04,544,24,3,0,2898
135,2024-05,623,19,4,1,4857
135,2024-06,729,25,4,0,3161
135,2024-07,438,23,3,0,2824
135,2024-08,370,24,3,0,2151
135,2024-09,604,25,4,1,3973
135,2024-10,470,24,3,0,3338
135,2024-11,738,25,4,1,4209
135,2024-12,342,17,2,1,1662
136,2024-01,12,1,1,1,60
136,2024-02,16,1,1,0,121
136,2024-03,15,1,2,1,111
136,2024-04,16,1,2,0,75
136,2024-05,27,1,2,0,212
136,2024-06,19,1,2,1,140
136,2024-07,14,1,1,0,82
136,2024-08,17,1,1,2,113
136,2024-09,19,1,1,0,136
136,2024-10,11,1,1,2,45
136,2024-11,7,1,1,0,43
136,2024-12,1,1,1,0,3
137,2024-03,93,5,2,0,720
137,2024-04,162,6,2,0,564
137,2024-05,128,5,2,0,502
137,2024-06,129,5,2,2,659
137,2024-07,137,5,2,1,616
137,2024-08,120,5,2,0,713
137,2024-09,141,6,2,0,445
137,2024-10,181,5,2,1,890
137,2024-11,114,5,2,1,542
137,2024-12,115,4,1,0,625
138,2024-01,27,1,1,2,177
138,2024-02,31,1,2,0,245
138,2024-03,48,1,2,1,195
138,2024-04,43,1,2,1,296
138,2024-05,48,2,3,0,311
138,2024-06,48,2,3,0,284
138,2024-07,31,1,2,2,138
138,2024-08,28,1,2,0,99
138,2024-09,30,2,2,0,90
138,2024-10,25,2,3,1,80
138,2024-11,54,1,2,1,223
138,2024-12,20,1,2,0,73
139,2024-09,91,4,2,0,591
139,2024-10,77,4,2,1,271
139,2024-11,94,4,2,0,312
139,2024-12,65,3,1,1,493
140,2024-01,242,8,2,0,1530
140,2024-02,164,11,1,0,546
140,2024-03,287,12,3,0,1194
140,2024-04,281,11,2,0,927
140,2024-05,282,12,3,0,858
140,2024-06,398,12,3,1,2788
140,2024-07,259,10,2,0,905
140,2024-08,271,11,2,0,1902
140,2024-09,302,11,2,1,1008
140,2024-10,350,14,3,0,2368
140,2024-11,310,14,3,0,1022
140,2024-12,137,10,2,0,871
141,2024-01,43,2,1,2,156
141,2024-02,36,2,1,1,243
141,2024-03,52,3,1,1,268
141,2024-04,63,2,1,1,234
141,2024-05,78,2,2,0,548
141,2024-06,66,3,2,0,299
141,2024-07,54,3,1,0,397
141,2024-08,69,2,1,2,415
141,2024-09,66,3,2,0,359
141,2024-10,91,3,2,0,395
141,2024-11,66,2,1,0,496
141,2024-12,29,2,1,0,206
142,2024-01,21,1,1,1,143
142,2024-02,23,1,2,0,148
142,2024-03,36,1,2,1,212
142,2024-04,31,1,2,1,124
142,2024-05,29,1,2,1,159
142,2024-06,21,1,2,0,119
142,2024-07,23,1,2,0,180
142,2024-08,20,1,2,0,78
142,2024-09,27,1,3,2,159
142,2024-10,31,1,2,0,159
142,2024-11,42,1,3,0,151
142,2024-12,19,1,1,0,137
143,2024-01,5,1,1,1,32
143,2024-02,7,1,1,0,32
143,2024-03,14,1,1,0,85
143,2024-04,9,1,1,2,33
143,2024-05,10,1,1,2,71
143,2024-06,10,1,1,0,67
143,2024-07,7,1,1,1,24
143,2024-08,10,1,1,1,38
143,2024-09,10,1,1,0,45
143,2024-10,12,1,1,0,42
143,2024-11,8,1,1,2,39
143,2024-12,7,1,1,0,51
144,2024-01,35,1,1,1,212
144,2024-02,28,1,1,2,168
144,2024-03,59,2,2,0,269
144,2024-04,38,1,2,0,228
144,2024-05,44,1,2,0,285
144,2024-06,50,2,2,0,245
144,2024-07,25,1,1,3,86
144,2024-08,23,1,1,0,183
144,2024-09,29,1,2,1,173
144,2024-10,56,2,2,0,380
144,2024-11,35,2,1,1,113
144,2024-12,38,1,1,0,277
145,2024-01,14,1,2,1,58
145,2024-02,13,1,2,0,100
145,2024-03,31,1,3,3,231
145,2024-04,30,1,3,2,100
145,2024-05,29,1,2,0,154
145,2024-06,29,1,3,3,122
145,2024-07,22,1,3,2,122
145,2024-08,20,1,2,0,73
145,2024-09,23,1,2,2,164
145,2024-10,20,1,3,0,70
145,2024-11,17,1,3,0,83
145,2024-12,13,1,2,0,64
146,2024-02,75,3,1,3,357
146,2024-03,111,6,1,1,623
146,2024-04,134,5,1,1,540
146,2024-05,145,5,1,1,733
146,2024-06,119,5,1,0,366
146,2024-07,129,4,1,0,945
146,2024-08,77,5,1,1,347
146,2024-09,110,4,1,0,597
146,2024-10,102,5,1,0,518
146,2024-11,69,6,1,3,308
146,2024-12,69,3,1,1,356
147,2024-10,90,4,2,2,660
147,2024-11,123,4,2,2,471
147,2024-12,80,3,1,0,249
148,2024-04,24,1,2,2,127
148,2024-05,43,1,2,1,155
148,2024-06,38,1,2,0,262
148,2024-07,28,1,2,0,219
148,2024-08,24,1,2,1,124
148,2024-09,26,1,2,3,90
148,2024-10,28,1,2,0,217
148,2024-11,35,1,2,2,131
148,2024-12,28,1,1,0,93
149,2024-05,2312,87,3,0,18278
149,2024-06,1776,94,3,0,13314
149,2024-07,1189,80,3,1,9248
149,2024-08,1575,69,3,1,11138
149,2024-09,1155,94,3,1,8289
149,2024-10,1987,94,4,1,8398
149,2024-11,1878,94,3,2,8456
149,2024-12,1243,82,2,0,8711
150,2024-07,37,3,1,2,151
150,2024-08,60,3,1,0,209
150,2024-09,58,3,2,1,270
150,2024-10,46,2,2,3,153
150,2024-11,26,3,2,2,98
150,2024-12,43,1,1,0,179
151,2024-08,381,14,1,0,1915
151,2024-09,475,16,2,0,1803
151,2024-10,297,15,1,0,2073
151,2024-11,272,15,1,0,2135
151,2024-12,265,12,1,0,1030
152,2024-03,23,1,2,2,110
152,2024-04,29,1,1,0,92
152,2024-05,31,1,1,2,122
152,2024-06,32,1,1,0,190
152,2024-07,22,1,1,1,97
152,2024-08,21,1,1,0,130
152,2024-09,23,1,1,1,72
152,2024-10,24,1,2,2,115
152,2024-11,26,1,1,1,182
152,2024-12,18,1,1,0,75
153,2024-01,19,1,1,0,151
153,2024-02,14,1,1,0,64
153,2024-03,34,1,1,3,215
153,2024-04,27,1,1,2,201
153,2024-05,28,1,1,0,90
153,2024-06,25,1,1,2,132
153,2024-07,10,1,1,1,52
153,2024-08,19,1,1,0,119
153,2024-09,17,1,1,0,124
153,2024-10,7,1,1,1,32
153,2024-11,2,1,1,0,8
153,2024-12,1,1,1,0,4
154,2024-01,28,1,1,2,219
154,2024-02,33,1,1,1,221
154,2024-03,67,2,1,1,511
154,2024-04,43,3,1,0,336
154,2024-05,65,2,2,1,287
154,2024-06,40,2,1,0,285
154,2024-07,55,2,1,2,322
154,2024-08,50,2,1,0,216
154,2024-09,43,3,2,1,253
154,2024-10,73,2,1,0,518
154,2024-11,49,2,1,0,343
154,2024-12,34,2,1,0,249
155,2024-11,19,1,4,1,104
155,2024-12,14,1,3,2,101
156,2024-02,21,1,1,1,64
156,2024-03,41,1,2,0,143
156,2024-04,47,2,3,0,201
156,2024-05,44,1,3,0,300
156,2024-06,41,2,3,1,138
156,2024-07,31,1,2,2,240
156,2024-08,28,1,2,1,121
156,2024-09,39,2,2,0,279
156,2024-10,32,2,3,1,221
156,2024-11,16,1,2,1,91
156,2024-12,27,1,2,2,188
157,2024-01,29,1,1,1,164
157,2024-02,14,1,1,0,101
157,2024-03,35,2,1,2,175
157,2024-04,44,2,1,0,285
157,2024-05,64,2,1,3,441
157,2024-06,42,2,1,0,314
157,2024-07,30,1,1,0,92
157,2024-08,33,1,1,0,222
157,2024-09,49,1,1,0,170
157,2024-10,36,2,1,1,207
157,2024-11,35,2,1,2,242
157,2024-12,26,1,1,0,83
158,2024-01,10,1,1,0,70
158,2024-02,13,1,1,1,102
158,2024-03,22,1,1,1,68
158,2024-04,17,1,1,0,95
158,2024-05,16,1,1,3,109
158,2024-06,15,1,1,1,50
158,2024-07,10,1,1,0,67
158,2024-08,17,1,1,0,130
158,2024-09,18,1,1,1,63
158,2024-10,16,1,1,2,55
158,2024-11,27,1,1,0,208
158,2024-12,10,1,1,1,50
159,2024-06,7,1,1,0,32
159,2024-07,6,1,1,0,21
159,2024-08,8,1,1,0,29
159,2024-09,9,1,1,0,45
159,2024-10,6,1,1,2,43
159,2024-11,10,1,1,1,49
159,2024-12,5,1,1,1,25
160,2024-01,26,1,1,2,111
